0.022963,0.023503,0.049768,0.03414,-57.155,6.5881,-0.70658,1.4517,-0.37538,1.1967,0.015359,0.32502,-0.41096,-0.19853,-0.11891,0.019908,-0.089924,4e-06,5e-06,2e-06,3e-06,2e-06,4e-06,1e-06,3e-06,4e-06,1e-06,2e-06,1e-06,1.7611,5.0077,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017555,0.020011,0.042804,0.093669,-41.279,5.4578,-0.13238,0.77601,-0.47898,-0.038599,0.23193,0.55358,0.36517,0.1836,-0.10029,-0.094307,-0.1107,0.001333,0.000746,0.00065,0.000322,0.000503,0.001475,0.000811,0.001521,0.00072,0.00094,0.001966,0.00106,1.9582,6.1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011049,0.03002,0.063574,0.011987,-58.724,6.4874,-1.4507,0.91948,-0.86723,-0.32001,-0.23295,0.60205,0.5178,-0.11471,0.66701,-0.36837,0.35668,1e-06,1e-06,1e-06,2e-06,1e-06,1e-06,3e-06,1e-06,3e-06,1e-06,2e-06,2e-06,1.8082,5.0864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002983,0.007584,0.015834,0.031878,-61.813,9.5244,0.56,0.98659,0.71717,0.98194,0.19355,0.1401,0.36039,0.17221,-0.32125,0.65139,-0.16498,1e-05,1e-05,9e-06,1.7e-05,8e-06,2.2e-05,1.9e-05,9e-06,1.4e-05,1.1e-05,1.1e-05,6e-06,1.8299,3.5066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017891,0.053121,0.1456,0.075334,-47.621,3.8642,-0.60778,0.36801,-0.93423,0.42556,0.025664,-0.25114,-0.060904,-0.28924,0.51871,-0.18331,0.18606,4.9e-05,3.1e-05,2.8e-05,2.7e-05,4.6e-05,4.4e-05,2.4e-05,4e-05,2.4e-05,2.6e-05,1.9e-05,3.4e-05,1.5003,2.612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012043,0.025834,0.035642,0.052321,-56.91,4.0384,1.404,0.62111,0.30014,0.34197,-0.2319,0.78719,0.07108,0.44702,-0.11589,0.19642,0.31081,2e-06,2e-06,3e-06,3e-06,3e-06,4e-06,2e-06,6e-06,7e-06,5e-06,4e-06,2e-06,1.8618,4.2796,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006015,0.041076,0.069063,0.042208,-54.31,4.8004,1.2993,0.43518,0.017531,-0.001288,0.44533,0.46078,0.034668,-0.27146,-0.165,-0.16272,0.15376,5e-06,3e-06,6e-06,2e-06,3e-06,1.1e-05,3e-06,3e-06,2e-06,4e-06,8e-06,3e-06,2.4465,6.1585,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003617,0.014764,0.026803,0.028513,-57.002,4.2779,0.1913,1.1978,0.26267,0.35809,0.69623,0.46286,0.037282,-0.047391,-0.1792,0.56129,0.11716,1.4e-05,5e-06,2e-06,2e-06,2e-06,1e-06,2e-06,4e-06,3e-06,4e-06,4e-06,5e-06,3.3817,9.5627,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00696,0.009743,0.019984,0.019132,-61.094,5.4373,0.65968,0.70106,0.13347,0.15838,0.29818,0.71113,0.13154,-0.044541,-0.54317,-0.42671,-0.030432,2e-06,7e-06,2e-06,3e-06,1e-06,1e-06,0,1e-06,3e-06,1e-06,1e-06,1e-06,3.6473,15.083,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018096,0.085443,0.34487,0.1025,-62.34,2.3225,1.4456,0.21492,0.39782,0.54465,-0.15138,-0.084224,0.33171,0.27709,0.11084,0.038973,0.071447,0,0,0,0,0,0,0,0,0,1e-06,1e-06,1e-06,1.5143,2.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006325,0.026587,0.040143,0.062029,-57.887,5.989,0.22201,0.62179,-0.19291,-0.015216,0.072863,0.07417,0.35713,0.23001,0.27734,0.30226,0.49645,3e-06,1e-06,1e-06,2e-06,7e-06,7e-06,1e-06,1e-06,1e-06,1e-06,1e-06,2e-06,3.0584,10.214,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004104,0.035422,0.10682,0.12289,-65.29,4.9143,-1.8911,3.4636,-0.30279,0.83944,-0.38457,0.71406,-0.26461,0.49877,0.042147,0.43508,-0.38946,0,0,0,0,0,0,0,0,0,0,0,0,2.1885,4.4847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008026,0.056239,0.097815,0.023616,-63.061,5.1707,-3.0266,0.34625,-0.12957,0.50931,0.58112,0.39097,-0.10286,-0.10083,0.5246,-0.13447,0.062771,0,0,0,0,0,0,0,0,0,0,0,0,2.2656,6.7913,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007562,0.039891,0.085288,0.0509,-56.221,4.8735,-0.69414,0.51533,0.11589,0.37872,-0.12186,0.069971,-0.26564,-0.11979,0.24343,0.21599,-0.039377,3e-06,1e-06,1e-06,1e-06,2e-06,1e-06,1e-06,4e-06,2e-06,1e-06,1e-06,2e-06,2.1265,4.0951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003546,0.018699,0.037721,0.0272,-60.497,9.0076,-0.84177,1.1039,-0.007592,0.49705,-0.15621,0.22064,0.3393,0.32629,-0.52321,-0.23562,0.24302,2e-06,2e-06,3e-06,2e-06,1e-06,2e-06,3e-06,1e-06,1e-06,1e-06,5e-06,3e-06,2.2216,8.6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004399,0.008123,0.019031,0.027038,-54.07,5.685,0.37034,1.0199,-0.19275,0.21421,0.001955,0.18417,-0.16425,-0.12601,0.026669,0.31226,0.14867,7.1e-05,1.2e-05,1.3e-05,1.1e-05,2.5e-05,8e-06,1.2e-05,9e-06,4e-06,8e-06,2.4e-05,0.00011,4.3266,26.915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-06
0.010121,0.029032,0.075724,0.016838,-54.153,4.4353,-0.30281,1.0971,-0.077124,-0.042707,-0.75462,-0.067237,0.50252,0.03372,0.005137,0.23473,-0.35089,6e-06,5e-06,5e-06,4e-06,5e-06,4e-06,7e-06,4e-06,4e-06,7e-06,6e-06,1.1e-05,1.93,2.9332,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014211,0.043647,0.11069,0.029075,-55.239,3.1347,0.071272,0.21029,0.29069,0.023194,-0.1765,-0.046606,0.11613,0.4099,0.5139,0.20105,-0.087946,2e-06,3e-06,3e-06,4e-06,4e-06,4e-06,5e-06,4e-06,4e-06,5e-06,4e-06,3e-06,1.412,2.2264,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005589,0.055554,0.079993,0.074135,-63.583,6.7412,-3.5906,0.87179,0.58274,0.23051,-1.2318,-0.58933,0.35802,0.54527,0.16837,0.22331,-0.098025,0,0,0,0,0,0,0,0,0,0,0,0,2.05,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004356,0.021694,0.047599,0.054621,-58.191,5.5687,-0.4267,0.72981,-0.84406,-0.052377,-0.066303,0.37573,-0.3367,-0.22507,0.46863,0.73718,-0.026073,1e-06,1e-06,2e-06,5e-06,2e-06,3e-06,1e-06,3e-06,1e-06,2e-06,2e-06,1e-06,2.5167,8.1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005234,0.023831,0.042172,0.036162,-60.11,6.1524,0.30066,0.66863,0.17569,-0.33822,-0.11348,0.28443,-0.49702,-0.18602,0.17107,0.043772,0.057718,2e-06,2e-06,0,0,1e-06,1e-06,0,1e-06,1e-06,1e-06,2e-06,1e-06,2.0307,5.5744,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010127,0.066076,0.12669,0,-56.627,3.6994,-1.7628,-0.083637,-0.71588,0.31739,0.22651,0.2914,-0.21438,-0.26932,-0.57367,-0.17609,-0.075776,1e-06,3e-06,1e-06,1e-06,1e-06,1e-06,2e-06,1e-06,1e-06,0,1e-06,1e-06,2.6436,6.5873,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005925,0.029943,0.053527,0.038995,-61.36,8.9702,-1.2603,-0.45665,-1.209,0.81424,-1.3341,-2.0223,-1.1774,-0.38758,-0.618,-0.56461,-0.48125,3e-06,0,1e-06,4e-06,1e-06,4e-06,1e-06,4e-06,2e-06,1e-06,2e-06,1e-06,2.0541,8.3048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005031,0.038942,0.089344,0.015382,-54.738,4.6763,0.65579,0.98666,-0.46397,-0.59533,0.56671,-0.23285,-0.014937,0.5672,-0.34918,-0.10696,-0.21979,5e-06,2e-06,2e-06,2e-06,2e-06,5e-06,3e-06,9e-06,7e-06,3e-06,7e-06,3e-06,2.1894,5.9341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
